class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
РЉаи,0.7065160274505615,0.2777304351329803,-0.2756309807300567,0.9999202489852904,0.7131609320640564,0.2622125744819641,-0.2576944828033447,0.999813973903656,0.7158152461051941,0.2626151144504547,-0.2576608657836914,0.9997783303260804,0.7190605998039246,0.2628933191299438,-0.2576689422130584,0.9997534155845642,0.7028650045394897,0.2611936032772064,-0.2570691406726837,0.9998558759689332,0.6990664601325989,0.2607583403587341,-0.2571098506450653,0.9998670816421508,0.6960282921791077,0.2604716122150421,-0.2571140825748443,0.9998828172683716,0.724565863609314,0.271104484796524,-0.1496029496192932,0.9995794892311096,0.6927430033683777,0.266464352607727,-0.1485823392868042,0.999858021736145,0.7124270796775818,0.2974568605422973,-0.2353137731552124,0.9999264478683472,0.6999015808105469,0.2956860661506653,-0.235276460647583,0.9999547004699708,0.7448170781135559,0.3576042056083679,-0.0897833779454231,0.999722182750702,0.6657407879829407,0.3481696844100952,-0.0855070576071739,0.9996970891952516,0.8099745512008667,0.3965125977993011,-0.2204272300004959,0.9967879056930542,0.6050310134887695,0.3911330699920654,-0.2044785916805267,0.9961073994636536,0.7652368545532227,0.3842619955539703,-0.4014412760734558,0.9846641421318054,0.6393523216247559,0.3972383737564087,-0.3881675899028778,0.9830374121665956,0.7507452964782715,0.3920719027519226,-0.4399743676185608,0.9381730556488036,0.6481923460960388,0.4032928347587585,-0.4286879897117615,0.9421109557151794,0.7458427548408508,0.38351970911026,-0.4234651923179626,0.9306063055992126,0.654442310333252,0.3954199552536011,-0.4129500389099121,0.9349805116653442,0.7489983439445496,0.3835661709308624,-0.3979689180850982,0.9085055589675904,0.6525765061378479,0.3951262235641479,-0.3850704729557037,0.9122974872589112,0.722973644733429,0.5972381830215454,-0.0015915468102321,0.999553382396698,0.6703930497169495,0.5917720794677734,0.0013708176556974,0.999315619468689,0.7156009674072266,0.7659933567047119,0.0171643663197755,0.987854301929474,0.674164891242981,0.7576828598976135,0.0240310318768024,0.987360179424286,0.7152745723724365,0.9049556255340576,0.2165298163890838,0.9843804836273192,0.6734520792961121,0.8976296186447144,0.2088062316179275,0.9826547503471376,0.7117699980735779,0.9155960083007812,0.2305335104465484,0.8008440732955933,0.6779170036315918,0.9076108336448668,0.2221018522977829,0.7772035598754883,0.7190163135528564,0.9623212814331056,0.1160611361265182,0.9767802357673644,0.669263482093811,0.9548723101615906,0.1089977771043777,0.9761427640914916
РЉаи,0.7064564228057861,0.2770684361457824,-0.2573203444480896,0.9999228715896606,0.7131490111351013,0.2616106271743774,-0.2397825419902801,0.9998193383216858,0.7158938646316528,0.2620140612125397,-0.2397640645503997,0.9997838735580444,0.7190590500831604,0.2624173760414123,-0.239775612950325,0.9997583627700806,0.7028063535690308,0.2604199349880218,-0.2390709817409515,0.9998607635498048,0.6990626454353333,0.2600744366645813,-0.239109918475151,0.9998717308044434,0.6959999799728394,0.259929358959198,-0.2391130924224853,0.9998870491981506,0.7245025038719177,0.2705884873867035,-0.132067009806633,0.9995933175086976,0.6927391290664673,0.2661063373088836,-0.1304129958152771,0.9998634457588196,0.7123894095420837,0.2965346276760101,-0.2167673408985138,0.9999292492866516,0.6997941136360168,0.2941581308841705,-0.216521069407463,0.9999566078186036,0.744631826877594,0.356167733669281,-0.0750054717063903,0.9997295141220092,0.6654382348060608,0.3486994504928589,-0.0654809847474098,0.9997085928916932,0.8095186352729797,0.3960903882980346,-0.1988656520843505,0.9967055320739746,0.6050554513931274,0.3932133615016937,-0.1856420338153839,0.9961273670196532,0.760794997215271,0.3840521574020386,-0.3738844096660614,0.98447984457016,0.640770673751831,0.3955308794975281,-0.3829075694084167,0.9838560819625854,0.7472253441810608,0.3916265368461609,-0.4138786792755127,0.9376935958862304,0.6505898237228394,0.4030840992927551,-0.425596535205841,0.9451565146446228,0.7423403859138489,0.3831273019313812,-0.3965059518814087,0.929966151714325,0.6577059030532837,0.3953410387039184,-0.4106062054634094,0.9384057521820068,0.7451601028442383,0.3830090761184692,-0.3699393570423126,0.9077771902084352,0.6561241745948792,0.3944730460643768,-0.3802439272403717,0.9165960550308228,0.7232745885848999,0.5972355604171753,-0.0023841592483222,0.9995553493499756,0.6705490350723267,0.5921143889427185,0.0021748165600001,0.999326765537262,0.7157688140869141,0.7653577923774719,0.00901441834867,0.987818479537964,0.6742299795150757,0.7622026205062866,0.0251845605671405,0.9870964884757996,0.7156293988227844,0.9049196243286132,0.2221812456846237,0.9838016033172609,0.6747966408729553,0.8983796834945679,0.2160263806581497,0.9824275970458984,0.7118471264839172,0.9155962467193604,0.2384272813796997,0.8005515336990356,0.6794173717498779,0.9090210795402528,0.2307136803865432,0.7786111831665039,0.7188997864723206,0.9621137976646424,0.1310801655054092,0.9762132167816162,0.6690150499343872,0.9558637738227844,0.1216295138001442,0.975760579109192
РЉаи,0.7063576579093933,0.2766112089157104,-0.2616327404975891,0.9999229311943054,0.713132917881012,0.2612601220607757,-0.2439502030611038,0.9998169541358948,0.7159344553947449,0.2616979479789734,-0.2439277619123459,0.9997798800468444,0.7190498113632202,0.2621751427650451,-0.2439378201961517,0.999752640724182,0.7027616500854492,0.2598842084407806,-0.2433857172727584,0.9998606443405152,0.6990557909011841,0.2595974206924438,-0.2434252947568893,0.9998721480369568,0.6959613561630249,0.2595484852790832,-0.2434288561344146,0.9998878240585328,0.7243913412094116,0.2703559696674347,-0.1362523287534713,0.9995922446250916,0.6927152872085571,0.2658073306083679,-0.1348168104887008,0.9998649954795836,0.7122506499290466,0.2961404025554657,-0.2211744785308838,0.9999295473098756,0.6996010541915894,0.2933087944984436,-0.2211176455020904,0.9999570250511168,0.7442944049835205,0.3550504148006439,-0.0805948302149772,0.9997336864471436,0.664779007434845,0.3499004244804382,-0.0687242969870567,0.999716579914093,0.8075229525566101,0.3928778767585754,-0.216397687792778,0.9966666102409364,0.6050586104393005,0.3946593403816223,-0.2087070047855377,0.9962129592895508,0.754829466342926,0.3839788734912872,-0.3876839280128479,0.9843321442604064,0.6442187428474426,0.3936963677406311,-0.4128718376159668,0.984765887260437,0.7412135601043701,0.3914240598678589,-0.4319892823696136,0.9373474717140198,0.6541572213172913,0.4019533395767212,-0.4581763744354248,0.9484430551528932,0.7368595004081726,0.3830460011959076,-0.4118420481681824,0.929453432559967,0.6617259979248047,0.3945832848548889,-0.4415292143821716,0.9420686364173888,0.7397521734237671,0.3826550841331482,-0.3830377161502838,0.9071400761604308,0.660325825214386,0.3934241533279419,-0.4099189341068268,0.9211828708648682,0.723501980304718,0.5973495841026306,-0.0030265764798969,0.9995529055595398,0.670685887336731,0.5927441716194153,0.0028190319426357,0.999331831932068,0.7158703207969666,0.7650398015975952,0.0101704653352499,0.9877742528915404,0.6742438077926636,0.7642862796783447,0.0294760800898075,0.9868438243865968,0.7157983183860779,0.9049224257469176,0.22654590010643,0.983314037322998,0.6753763556480408,0.8991068601608276,0.2224316298961639,0.9821378588676452,0.7118659019470215,0.9156777262687684,0.242621898651123,0.8002779483795166,0.6800628900527954,0.9101717472076416,0.2372845709323883,0.7801296710968018,0.7188290357589722,0.9617965817451476,0.1356165260076522,0.9755463600158693,0.6687414050102234,0.9562759399414062,0.1294844299554824,0.9752520322799684
РЉаи,0.7063592672348022,0.2762208580970764,-0.2595475018024444,0.9999213814735411,0.7131593227386475,0.2609357535839081,-0.2410807609558105,0.9998100996017456,0.7160392999649048,0.2614051103591919,-0.2410626113414764,0.9997707009315492,0.7190506458282471,0.2619337141513824,-0.2410736382007599,0.9997421503067015,0.7027674913406372,0.259397029876709,-0.2410049438476562,0.9998568296432496,0.6990810036659241,0.2591357231140136,-0.2410415858030319,0.9998690485954284,0.6959629654884338,0.2591744363307953,-0.2410442531108856,0.9998855590820312,0.724290132522583,0.2701371908187866,-0.134274736046791,0.999583065509796,0.6926627159118652,0.2655786871910095,-0.134895920753479,0.9998629093170166,0.7122336626052856,0.2958489656448364,-0.2196028232574463,0.9999282360076904,0.6995793581008911,0.2928895950317383,-0.2200078219175338,0.99995619058609,0.7439917922019958,0.3540553450584411,-0.0852884575724601,0.9997389912605286,0.6646798253059387,0.350708931684494,-0.0709026381373405,0.9997187256813048,0.8056845664978027,0.3896629214286804,-0.2299486696720123,0.9966546297073364,0.6050698757171631,0.3947593569755554,-0.2196321934461593,0.9962853789329528,0.7502833604812622,0.3836531341075897,-0.3977410197257995,0.9842182993888856,0.6490237712860107,0.3933358788490295,-0.4148394465446472,0.9854143857955932,0.7363283634185791,0.3913517892360687,-0.4416842460632324,0.9369044899940492,0.6595929861068726,0.4010531008243561,-0.4591565132141113,0.950827658176422,0.7315998077392578,0.3830454647541046,-0.4199766516685486,0.9288512468338012,0.666606068611145,0.3941825032234192,-0.4410691857337951,0.9446936249732972,0.7342672944068909,0.3824797868728637,-0.3925583064556122,0.906336545944214,0.6648985147476196,0.3930453062057495,-0.4113081395626068,0.9243749976158142,0.7237961888313293,0.5977978110313416,-0.0033979080617427,0.9995514750480652,0.6709216833114624,0.593599796295166,0.0031895816791802,0.9993292093276978,0.7159554958343506,0.764814019203186,0.0095884930342435,0.9875931739807128,0.6742609739303589,0.765013575553894,0.0302235782146453,0.9863556027412416,0.7159432172775269,0.904968798160553,0.2258478850126266,0.9826580882072448,0.6756552457809448,0.8996220231056213,0.2246451079845428,0.9814704060554504,0.7118845582008362,0.915856957435608,0.2416834831237793,0.7984306216239929,0.6802887916564941,0.910852074623108,0.2395701706409454,0.7790466547012329,0.718809962272644,0.961561918258667,0.1334295570850372,0.9744500517845154,0.668604850769043,0.9565668702125548,0.1311953067779541,0.9742030501365662
РЉаи,0.7063475847244263,0.2761522829532623,-0.2535499334335327,0.99991774559021,0.713159441947937,0.2609189450740814,-0.2346322238445282,0.9997975826263428,0.716051459312439,0.2614020407199859,-0.2346170395612716,0.9997542500495912,0.7190192937850952,0.2619353532791137,-0.2346294224262237,0.999724805355072,0.7027766108512878,0.2592636942863464,-0.2347513139247894,0.999848246574402,0.6991170048713684,0.258987694978714,-0.2347839176654815,0.9998612403869628,0.6959778070449829,0.2590618431568146,-0.2347882688045501,0.9998795986175536,0.7240780591964722,0.2701919674873352,-0.1292981505393982,0.9995633959770204,0.6926290988922119,0.265523225069046,-0.1306579262018203,0.9998565316200256,0.7121524810791016,0.2958359718322754,-0.214268296957016,0.9999245405197144,0.6995435953140259,0.2927819490432739,-0.2148288041353225,0.99995356798172,0.7435742616653442,0.3530248403549194,-0.0875316336750984,0.9997413158416748,0.6646839380264282,0.3507492244243622,-0.0726155638694763,0.9997186660766602,0.8033386468887329,0.3855355083942413,-0.2421312034130096,0.9966374039649964,0.6052125692367554,0.394676923751831,-0.2294132262468338,0.9963561296463012,0.7477090954780579,0.3827528655529022,-0.4098653197288513,0.9840423464775084,0.6532556414604187,0.3930962979793548,-0.4188960194587707,0.9859825968742372,0.7327871918678284,0.3903648853302002,-0.4529383778572082,0.9362984895706176,0.6645633578300476,0.4001029133796692,-0.4629251956939697,0.9528924822807312,0.7280126214027405,0.3826346099376678,-0.4307993948459625,0.9280767440795898,0.6709508895874023,0.3939749002456665,-0.4436695575714111,0.9469620585441588,0.7305591702461243,0.3818139731884002,-0.4048646092414856,0.9053986668586732,0.6690293550491333,0.3928604125976562,-0.4149881899356842,0.9271560907363892,0.7241020798683167,0.5979644060134888,-0.004077972844243,0.9995477795600892,0.6712146997451782,0.5938090682029724,0.0038674767129123,0.9993224143981934,0.716066837310791,0.7641376256942749,0.00340425549075,0.9873826503753662,0.6743944883346558,0.7651124596595764,0.0299588032066822,0.9857429265975952,0.7161149978637695,0.9050310850143432,0.2170497626066208,0.981888234615326,0.6761362552642822,0.9003273844718933,0.2234553098678589,0.9807628393173218,0.71197509765625,0.9162558913230896,0.2325088083744049,0.7947098612785339,0.6806846261024475,0.9118251204490662,0.2380834519863128,0.7781710624694824,0.7187983393669128,0.9612200260162354,0.1250863671302795,0.9731862545013428,0.6684073805809021,0.9568707942962646,0.1273200511932373,0.9731629490852356
РЉаи,0.7063491940498352,0.276152640581131,-0.2483514547348022,0.9999154806137084,0.7131637930870056,0.2609159052371979,-0.2291370630264282,0.9997900128364564,0.7160667181015015,0.2614014744758606,-0.2291231453418731,0.999744176864624,0.7189949750900269,0.2619357705116272,-0.2291364967823028,0.9997147917747498,0.7027804851531982,0.2592111229896545,-0.2293139398097992,0.9998420476913452,0.6991276144981384,0.2589158117771148,-0.2293444871902465,0.9998555779457092,0.6959776878356934,0.2590121030807495,-0.2293498069047927,0.9998750686645508,0.7239629626274109,0.2702176868915558,-0.123954102396965,0.9995576739311218,0.6924846768379211,0.2655113935470581,-0.1256063431501388,0.9998529553413392,0.7121320366859436,0.2958332598209381,-0.2091882526874542,0.9999226927757264,0.6995354294776917,0.2927851676940918,-0.2098181545734405,0.9999517798423768,0.7435135841369629,0.3530427813529968,-0.0878432169556617,0.9997467398643494,0.6646870374679565,0.3507388234138489,-0.0740970969200134,0.9997208714485168,0.8015522956848145,0.3829497098922729,-0.2500442862510681,0.996653139591217,0.6057275533676147,0.3942826688289642,-0.2386886775493621,0.9964226484298706,0.7458959817886353,0.3815071582794189,-0.4205330014228821,0.9841012954711914,0.6552425622940063,0.392756700515747,-0.4277462363243103,0.9864860773086548,0.7314053773880005,0.3889509439468384,-0.4640371799468994,0.9365406036376952,0.6676494479179382,0.3990625739097595,-0.4720287322998047,0.954771101474762,0.7262285947799683,0.3821233212947845,-0.4408136010169983,0.9282606840133668,0.6736409068107605,0.393737256526947,-0.4523304998874664,0.9490266442298888,0.7283036112785339,0.3812522888183594,-0.4152993261814117,0.9056752324104308,0.6716490983963013,0.3927491903305053,-0.4238483309745788,0.9297160506248474,0.7245022654533386,0.5984147191047668,-0.0044040055945515,0.9995521306991576,0.6715329885482788,0.5945343375205994,0.0041946214623749,0.9993237853050232,0.7162076830863953,0.7638416886329651,-0.0052871578373014,0.9872469305992126,0.6746692657470703,0.7655001282691956,0.0289726890623569,0.985194444656372,0.716265857219696,0.9050666689872742,0.2092306315898895,0.98118656873703,0.6764793992042542,0.9008355736732484,0.2226070910692215,0.9799883961677552,0.712027907371521,0.9165580868721008,0.2247883379459381,0.7919449806213379,0.6809247732162476,0.9125045537948608,0.2373803555965423,0.7763216495513916,0.7187982797622681,0.9610150456428528,0.1166431903839111,0.972037434577942,0.6683200001716614,0.957201361656189,0.1256087869405746,0.9719923138618468
РЉаи,0.7062738537788391,0.2762135565280914,-0.2395313531160354,0.9999095797538756,0.7130890488624573,0.2609411478042602,-0.2201579064130783,0.9997735619544984,0.7160340547561646,0.2614251375198364,-0.2201500684022903,0.9997231960296632,0.7188481092453003,0.2619547247886657,-0.220165804028511,0.9996930360794068,0.7027272582054138,0.2592138350009918,-0.220294713973999,0.999828040599823,0.6990882754325867,0.2589167356491089,-0.2203229665756225,0.9998428225517272,0.6959009170532227,0.2590160071849823,-0.2203305065631866,0.9998644590377808,0.7237101793289185,0.2702628076076507,-0.1153856068849563,0.999538004398346,0.6922531723976135,0.2655051350593567,-0.1168679371476173,0.9998431205749512,0.7119848728179932,0.2958455383777618,-0.200528472661972,0.999917447566986,0.6994580030441284,0.2927941977977752,-0.2010985165834427,0.9999475479125975,0.7433590292930603,0.3529909253120422,-0.0864419490098953,0.9997491240501404,0.6645616292953491,0.3507115542888641,-0.0734686106443405,0.9997166991233826,0.7997380495071411,0.3806855976581573,-0.251984030008316,0.99660724401474,0.6061453223228455,0.3939102292060852,-0.2410764396190643,0.9964085221290588,0.7432839870452881,0.3794681429862976,-0.4226396977901459,0.9839138984680176,0.6568011045455933,0.3925760388374328,-0.4314650595188141,0.9867900609970092,0.7291749715805054,0.386787086725235,-0.4663657248020172,0.9361103177070618,0.6693962216377258,0.3970108032226562,-0.4762531816959381,0.9561390280723572,0.7240995168685913,0.3813070058822632,-0.4429218173027038,0.9277010560035706,0.6748185157775879,0.3921713531017303,-0.4562036991119385,0.950530469417572,0.7257310748100281,0.3804721534252167,-0.417428582906723,0.9051217436790466,0.6729526519775391,0.3919929563999176,-0.4276154041290283,0.9315536618232728,0.724875807762146,0.5985875725746155,-0.004692621063441,0.9995569586753844,0.6717897653579712,0.5950551629066467,0.0044877273030579,0.9993221759796144,0.7162716388702393,0.7637473940849304,-0.0080071259289979,0.987121284008026,0.6749383211135864,0.765907883644104,0.0280657354742288,0.9846144914627076,0.7163550853729248,0.9051772952079772,0.207076221704483,0.9805784821510316,0.676742672920227,0.9013087153434752,0.2221419811248779,0.9792457818984984,0.7120528817176819,0.9168739318847656,0.2227087467908859,0.7895169854164124,0.6811122298240662,0.9129773378372192,0.2365947067737579,0.7743499875068665,0.7188258171081543,0.961053729057312,0.1141908541321754,0.9709152579307556,0.6683122515678406,0.9576405882835388,0.1243338212370872,0.9707717895507812
РЉаи,0.7061448097229004,0.2763295769691467,-0.2346297204494476,0.9999036192893982,0.7129548192024231,0.2610491514205932,-0.2143021374940872,0.9997581243515016,0.7159431576728821,0.2615762948989868,-0.2142946273088455,0.9997028708457948,0.7186160087585449,0.262140154838562,-0.2143112421035766,0.999672830104828,0.7026172280311584,0.2592207491397857,-0.2149248868227005,0.9998136162757874,0.6989597678184509,0.2589171826839447,-0.2149491012096405,0.999829649925232,0.6956877708435059,0.2590165734291076,-0.2149531543254852,0.999853491783142,0.7233413457870483,0.2706685066223144,-0.1079368442296981,0.999519407749176,0.6918002367019653,0.2654553949832916,-0.1118178591132164,0.9998324513435364,0.7117434144020081,0.2959451377391815,-0.1953456699848175,0.9999119639396667,0.6992349028587341,0.2928029298782348,-0.1965710222721099,0.99994295835495,0.7430124282836914,0.3531727492809295,-0.0836977213621139,0.9997508525848388,0.6642428040504456,0.3506805300712585,-0.0732897445559501,0.999706208705902,0.7979832887649536,0.3771921694278717,-0.2520675361156463,0.9965396523475648,0.6065840125083923,0.3927373588085174,-0.2481127083301544,0.9963784217834472,0.7418516278266907,0.3759739696979522,-0.4211173951625824,0.9836391806602478,0.6575361490249634,0.3911695182323456,-0.4360222220420837,0.9869598746299744,0.7273352742195129,0.382072240114212,-0.4650085866451263,0.935228168964386,0.6704978942871094,0.3942607045173645,-0.4808011949062347,0.9570916295051576,0.7225951552391052,0.3778738975524902,-0.4411472380161285,0.9266465306282043,0.6758710145950317,0.388975441455841,-0.4599305093288421,0.9515755772590636,0.7242957949638367,0.3772104978561401,-0.415856271982193,0.9040807485580444,0.6741204857826233,0.3894603252410888,-0.4319135248661041,0.9327932000160216,0.7250999212265015,0.5986356139183044,-0.0046891327947378,0.9995646476745604,0.6718704700469971,0.595546543598175,0.0044842362403869,0.9993188381195068,0.716316819190979,0.7629735469818115,-0.0190048646181821,0.9869036674499512,0.6752573251724243,0.7658579349517822,0.0243345089256763,0.9837084412574768,0.7163569927215576,0.9052393436431884,0.2012622356414795,0.979810893535614,0.67683345079422,0.9013216495513916,0.2214386016130447,0.9781009554862976,0.7120435237884521,0.916968047618866,0.2175154238939285,0.7866339683532715,0.681118369102478,0.9129430055618286,0.2364898473024368,0.7699453830718994,0.718865692615509,0.9610965251922609,0.1085806265473365,0.9696875810623168,0.6683124303817749,0.9576431512832642,0.1237029656767845,0.9690994024276732
РЉаи,0.7059559226036072,0.2763557136058807,-0.2247769832611084,0.9998977780342102,0.7127279043197632,0.261073887348175,-0.2041875422000885,0.9997441172599792,0.7157723903656006,0.2616079151630401,-0.2041788548231125,0.9996845722198486,0.7183197140693665,0.2621758878231048,-0.2041925638914108,0.9996556639671326,0.702404797077179,0.2592228949069977,-0.2049552500247955,0.9997996091842652,0.6987321972846985,0.2589170932769775,-0.2049765884876251,0.9998164772987366,0.6953853964805603,0.2590190768241882,-0.2049775421619415,0.9998425841331482,0.7230483293533325,0.270773708820343,-0.0980066955089569,0.9995044469833374,0.6913432478904724,0.2654400169849396,-0.1025312170386314,0.9998215436935424,0.7115570902824402,0.2959482073783874,-0.1856956779956817,0.9999069571495056,0.6990358829498291,0.2928122878074646,-0.1871253997087478,0.9999384880065918,0.7428711652755737,0.3534165620803833,-0.0772352069616317,0.9997538328170776,0.6641305685043335,0.3505316376686096,-0.0688934400677681,0.9996947050094604,0.7972749471664429,0.3744994401931762,-0.2489028722047805,0.996484637260437,0.6069766879081726,0.3904420137405395,-0.2472822666168213,0.9963444471359252,0.7417715787887573,0.3740949928760528,-0.4181769490242004,0.983488142490387,0.6578707098960876,0.3900106549263,-0.4341197907924652,0.9869953393936156,0.727642834186554,0.3800619840621948,-0.4614717066287994,0.9348861575126648,0.6714931130409241,0.3926152884960174,-0.4787189066410064,0.957633376121521,0.7227272391319275,0.3762401938438415,-0.4386753439903259,0.9262251853942872,0.6767574548721313,0.3876131176948547,-0.4579378664493561,0.9521790146827698,0.7242692708969116,0.375724583864212,-0.4132161140441894,0.9038236737251282,0.675067126750946,0.3882636129856109,-0.4300887584686279,0.9335536360740662,0.7252724766731262,0.5986227989196777,-0.0047119930386543,0.9995713829994202,0.6719585657119751,0.5956984162330627,0.0045079411938786,0.9993127584457396,0.7163406014442444,0.762065052986145,-0.024249367415905,0.9866777658462524,0.6754659414291382,0.765933632850647,0.0192050449550151,0.9827126264572144,0.7163848280906677,0.9053257703781128,0.1924801170825958,0.9790181517601012,0.6769047975540161,0.9013087153434752,0.2115376889705658,0.9767799377441406,0.7120546698570251,0.9170967936515808,0.2083740532398224,0.7821934223175049,0.6811243891716003,0.9129140973091124,0.225929781794548,0.7641435265541077,0.718902051448822,0.9614470601081848,0.0986600220203399,0.968441903591156,0.6683251857757568,0.9576412439346312,0.1157284751534462,0.9672666192054749
РЉаи,0.7056163549423218,0.2763617634773254,-0.2329551428556442,0.999896228313446,0.7123203873634338,0.2610878646373749,-0.2140640318393707,0.9997398257255554,0.7154290080070496,0.2616395354270935,-0.2140510380268097,0.9996777176856996,0.7178515195846558,0.2622278332710266,-0.2140637636184692,0.9996505975723268,0.7020500898361206,0.2592002153396606,-0.2137768566608429,0.99979567527771,0.6983753442764282,0.258872240781784,-0.2138066738843917,0.9998129606246948,0.6949546933174133,0.2589728236198425,-0.2138111591339111,0.9998401999473572,0.7224134206771851,0.2709094882011413,-0.1079994440078735,0.9994983077049256,0.6907227635383606,0.2653245031833648,-0.107705071568489,0.9998185038566588,0.7112730741500854,0.2959534227848053,-0.1940183192491531,0.9999052286148072,0.6987349390983582,0.2928024232387543,-0.1934583932161331,0.9999368786811828,0.7420880198478699,0.3534621894359588,-0.0804696455597877,0.9997554421424866,0.663504958152771,0.3505424559116363,-0.0782624632120132,0.9996867775917052,0.7978973984718323,0.3665336668491363,-0.2535887360572815,0.9964547157287598,0.6067049503326416,0.3897676765918731,-0.2583793401718139,0.9963663816452026,0.7433531880378723,0.3682728111743927,-0.4230798780918121,0.9832860231399536,0.6572627425193787,0.3873298764228821,-0.4450297951698303,0.9871811270713806,0.7291983366012573,0.3758672177791595,-0.4673077464103699,0.9340183138847352,0.670599639415741,0.3900519013404846,-0.489848792552948,0.9584822058677672,0.7242749929428101,0.3725847899913788,-0.443993479013443,0.9252367615699768,0.6761264204978943,0.3854060173034668,-0.4687796235084533,0.9531174302101136,0.7259916067123413,0.3720498383045196,-0.4182121753692627,0.9028010368347168,0.6744725704193115,0.3860710263252258,-0.4408290982246399,0.9346212148666382,0.7254708409309387,0.5985051393508911,-0.0042811511084437,0.9995719194412231,0.6721093654632568,0.5959104895591736,0.0040728976018726,0.9993023872375488,0.7164197564125061,0.7618285417556763,-0.0182329043745994,0.9863144159317015,0.6755436658859253,0.76594477891922,0.018715126439929,0.9818180799484252,0.7163866758346558,0.9053722023963928,0.1967695653438568,0.9782704710960388,0.6770197153091431,0.9013274908065796,0.2107988148927688,0.9756763577461244,0.7120397090911865,0.9172478318214417,0.2124534100294113,0.7798860669136047,0.6811830401420593,0.9129320979118348,0.2251717299222946,0.7587267756462097,0.7190099954605103,0.9617645144462584,0.1024188995361328,0.9673912525177002,0.6684216856956482,0.9576422572135924,0.1150464192032814,0.9657728672027588
